2.016000000000000000e+03,9.000000000000000000e+00,1.900000000000000000e+01,6.800000000000000000e+01,6.900000000000000000e+01,6.970000000000000284e+01,6.500000000000000000e+01,7.400000000000000000e+01,7.100000000000000000e+01,8.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,4.000000000000000000e+00,1.400000000000000000e+01,6.000000000000000000e+01,5.900000000000000000e+01,5.810000000000000142e+01,5.700000000000000000e+01,6.300000000000000000e+01,5.800000000000000000e+01,6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,7.000000000000000000e+00,3.000000000000000000e+01,8.500000000000000000e+01,8.800000000000000000e+01,7.729999999999999716e+01,7.500000000000000000e+01,7.900000000000000000e+01,7.700000000000000000e+01,7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,5.000000000000000000e+00,1.500000000000000000e+01,8.200000000000000000e+01,6.500000000000000000e+01,6.470000000000000284e+01,6.300000000000000000e+01,6.900000000000000000e+01,6.400000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.000000000000000000e+00,1.800000000000000000e+01,5.400000000000000000e+01,5.000000000000000000e+01,4.750000000000000000e+01,4.400000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.000000000000000000e+00,2.500000000000000000e+01,4.800000000000000000e+01,5.100000000000000000e+01,4.820000000000000284e+01,4.500000000000000000e+01,5.100000000000000000e+01,4.900000000000000000e+01,6.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.100000000000000000e+01,2.500000000000000000e+01,4.900000000000000000e+01,5.200000000000000000e+01,4.860000000000000142e+01,4.500000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01,4.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,7.000000000000000000e+00,2.000000000000000000e+01,7.300000000000000000e+01,7.800000000000000000e+01,7.670000000000000284e+01,7.500000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.016000000000000000e+03,1.200000000000000000e+01,1.700000000000000000e+01,3.900000000000000000e+01,3.500000000000000000e+01,4.520000000000000284e+01,4.300000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.200000000000000000e+01,8.000000000000000000e+00,4.200000000000000000e+01,4.000000000000000000e+01,4.610000000000000142e+01,4.500000000000000000e+01,5.100000000000000000e+01,4.700000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.200000000000000000e+01,2.800000000000000000e+01,4.200000000000000000e+01,4.700000000000000000e+01,4.529999999999999716e+01,4.100000000000000000e+01,4.900000000000000000e+01,4.400000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.016000000000000000e+03,7.000000000000000000e+00,1.700000000000000000e+01,7.600000000000000000e+01,7.200000000000000000e+01,7.629999999999999716e+01,7.600000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,7.000000000000000000e+00,7.000000000000000000e+00,6.900000000000000000e+01,7.600000000000000000e+01,7.440000000000000568e+01,7.300000000000000000e+01,7.700000000000000000e+01,7.400000000000000000e+01,7.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.200000000000000000e+01,1.500000000000000000e+01,4.000000000000000000e+01,3.900000000000000000e+01,4.529999999999999716e+01,4.500000000000000000e+01,4.900000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,6.000000000000000000e+00,2.700000000000000000e+01,7.100000000000000000e+01,7.800000000000000000e+01,7.220000000000000284e+01,7.000000000000000000e+01,7.400000000000000000e+01,7.200000000000000000e+01,8.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,5.000000000000000000e+00,3.100000000000000000e+01,6.400000000000000000e+01,7.100000000000000000e+01,6.729999999999999716e+01,6.300000000000000000e+01,7.200000000000000000e+01,6.800000000000000000e+01,8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.016000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+01,5.400000000000000000e+01,4.800000000000000000e+01,4.770000000000000284e+01,4.400000000000000000e+01,5.200000000000000000e+01,4.900000000000000000e+01,6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.016000000000000000e+03,8.000000000000000000e+00,1.000000000000000000e+01,7.300000000000000000e+01,7.200000000000000000e+01,7.700000000000000000e+01,7.700000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.016000000000000000e+03,3.000000000000000000e+00,2.300000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,5.470000000000000284e+01,5.000000000000000000e+01,5.800000000000000000e+01,5.500000000000000000e+01,7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.016000000000000000e+03,1.200000000000000000e+01,2.400000000000000000e+01,4.500000000000000000e+01,4.000000000000000000e+01,4.510000000000000142e+01,4.400000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
